po_count,companycode,purchaseorg,purchasegroup,materialid,plantgroup,materialgroup,orderquantity,netprice,grossordervalue,vendor,source,lastchangedon,material_type,vendor_type,po_type
175,3280,4000,1,72214,4000,JJ205,1491000,0,0,2000352,SAP,4/2/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1113000,0,0,2000352,SAP,4/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1837500,0,0,2000352,SAP,4/24/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1396500,0,0,2000352,SAP,4/29/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,2352000,0,0,2000352,SAP,5/27/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1995000,0,0,2000352,SAP,5/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1249500,0,0,2000352,SAP,7/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1701000,0,0,2000352,SAP,7/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,2152500,0,0,2000352,SAP,7/29/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1543500,0,0,2000352,SAP,7/31/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1722000,0,0,2000352,SAP,8/23/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,3402000,0,0,2000352,SAP,8/27/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1207500,0,0,2000352,SAP,9/30/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1585500,0,0,2000352,SAP,10/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,2068500,0,0,2000352,SAP,10/31/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
175,3280,4000,1,72214,4000,JJ205,1669500,0,0,2000352,SAP,11/21/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,858110,0,0,2000352,SAP,1/9/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,519970,0,0,2000352,SAP,1/9/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,408320,0,0,2000352,SAP,1/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,440220,0,0,2000352,SAP,1/30/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,602910,0,0,2000352,SAP,2/25/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,478500,0,0,2000352,SAP,2/27/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,548680,0,0,2000352,SAP,4/2/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,481690,0,0,2000352,SAP,4/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,563702,0,0,2000352,SAP,4/24/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,596240,0,0,2000352,SAP,4/29/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,791120,0,0,2000352,SAP,5/27/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,1062270,0,0,2000352,SAP,5/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,759220,0,0,2000352,SAP,7/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,586960,0,0,2000352,SAP,7/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,925100,0,0,2000352,SAP,7/29/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,408320,0,0,2000352,SAP,7/31/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,510400,0,0,2000352,SAP,8/23/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,816640,0,0,2000352,SAP,8/27/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,484880,0,0,2000352,SAP,9/30/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,580580,0,0,2000352,SAP,10/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,730510,0,0,2000352,SAP,10/31/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72314,4000,JJ205,650760,0,0,2000352,SAP,11/21/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0.29,287.09998,2000351,SAP,1/4/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
29,3280,4000,1,72412,4000,JJ205,28710,0,0,2000351,SAP,1/9/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0,0,2000351,SAP,1/16/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,114840,0,0,2000351,SAP,1/23/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,114840,0.29,287.09998,2000351,SAP,2/10/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0.29,287.09998,2000351,SAP,2/13/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,114840,0,0,2000351,SAP,2/15/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,3/13/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
203,3280,4000,1,72412,4000,JJ205,200970,0.29,287.09998,2000351,SAP,3/25/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,3/26/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0,0,2000351,SAP,4/16/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,83520,0,0,2000351,SAP,4/20/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,79605,0,0,2000351,SAP,5/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,114840,0,0,2000351,SAP,5/6/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,66555,0.29,287.09998,2000351,SAP,5/7/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,143550,0.29,287.09998,2000351,SAP,5/14/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,5/22/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,48285,0,0,2000351,SAP,5/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
174,3280,4000,1,72412,4000,JJ205,172260,0,0,2000351,SAP,5/30/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0,0,2000351,SAP,6/19/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,143550,0,0,2000351,SAP,6/22/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0,0,2000351,SAP,6/25/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,7/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,7/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,135720,0,0,2000351,SAP,7/16/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,114840,0,0,2000351,SAP,7/22/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,125280,0.58,574.19995,2000351,SAP,7/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,117450,0,0,2000351,SAP,8/6/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,143550,0,0,2000351,SAP,8/13/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0.29,287.09998,2000351,SAP,8/15/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
58,3280,4000,1,72412,4000,JJ205,57420,0,0,2000351,SAP,8/20/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
145,3280,4000,1,72412,4000,JJ205,143550,0,0,2000351,SAP,8/27/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
29,3280,4000,1,72412,4000,JJ205,28710,0,0,2000351,SAP,9/3/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,69165,0,0,2000351,SAP,9/4/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,114840,0,0,2000351,SAP,9/10/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
203,3280,4000,1,72412,4000,JJ205,200970,0,0,2000351,SAP,9/16/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
29,3280,4000,1,72412,4000,JJ205,16965,0,0,2000351,SAP,9/17/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
232,3280,4000,1,72412,4000,JJ205,208800,0,0,2000351,SAP,10/23/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
203,3280,4000,1,72412,4000,JJ205,200970,0,0,2000351,SAP,11/19/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
116,3280,4000,1,72412,4000,JJ205,99180,0,0,2000351,SAP,12/12/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,72412,4000,JJ205,86130,0,0,2000351,SAP,12/17/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
29,3280,4000,1,72412,4000,JJ205,15660,0,0,2000351,SAP,12/24/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
174,3280,4000,1,81780,4000,JJ205,40194,0,0,2000350,SAP,1/7/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,241164,0,0,2000350,SAP,1/9/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,168606,0,0,2000350,SAP,1/30/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,137808,0,0,2000350,SAP,2/2/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,217761,0,0,2000350,SAP,2/25/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,103356,0,0,2000350,SAP,2/27/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,72123,0,0,2000350,SAP,4/2/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,143550,0,0,2000350,SAP,4/3/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,235422,0,0,2000350,SAP,4/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,235422,0,0,2000350,SAP,5/6/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,124062,0,0,2000350,SAP,5/29/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,229680,0,0,2000350,SAP,5/30/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,189486,0,0,2000350,SAP,7/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,109098,0,0,2000350,SAP,7/3/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,221241,0,0,2000350,SAP,7/25/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,91872,0,0,2000350,SAP,8/2/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,120582,0,0,2000350,SAP,8/23/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,212454,0,0,2000350,SAP,8/28/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,144681,0,0,2000350,SAP,10/2/2013,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,51678,0,0,2000350,SAP,10/4/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,132066,0,0,2000350,SAP,10/31/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
87,3280,4000,1,81780,4000,JJ205,218196,0,0,2000350,SAP,11/28/2012,FINISHED GOODS,EXTERNAL VENDOR,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1125,298.5,67162.5,600434,SAP,9/27/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2940,303.3,178340.39,650313,SAP,1/17/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2870,292.7,168009.81,650313,SAP,1/18/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1400,303.3,84924,650313,SAP,1/21/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2520,292.7,147520.8,650313,SAP,2/10/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,8912,4000,JJ751,3320,585.4,194352.8,650313,SAP,2/21/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
10,3280,4000,1,8912,4000,JJ751,5965,606.6,361836.9,650313,SAP,4/3/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2895,303.3,175610.7,650313,SAP,4/8/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,1960,292.7,114738.4,650313,SAP,4/20/2012,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
5,3280,4000,1,8912,4000,JJ751,2100,303.3,127386,650313,SAP,5/2/2013,FINISHED GOODS,J&J AFFLIATE,SUB CONTRACTING
