"CREDAT","MESTYP","IDOCTP","STATUS","DIRECT","RCVPOR","RCVPRT","RCVPRN","RECEIVER","SNDPOR","SNDPRT","SNDPRN","SENDER","DOCCOUNT"
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001478","Customer",1
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001532","Customer",53
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001534","Customer",12
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001538","Customer",1
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000003136","Customer",2
1-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000200015","Customer",4
1-10-2013,"ORDERS","ORDERS03","70",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",1
1-10-2013,"ORDERS","ORDERS03","70",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","3NFHO","Customer",1
1-10-2013,"PROACT","PROACT01","03",1,"A000000010","LS","SPNCLNT400","SPNCLNT400","SAPJP2","LS","JJCDNAF400","SAPJP2",785
1-10-2013,"RSINFO","RSINFO","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",1159
1-10-2013,"RSRQST","RSREQUST","53",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",175
1-10-2013,"RSSEND","ZSBB008","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",2
1-10-2013,"SHPCON","DELVRY01","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",75
1-10-2013,"SHPORD","DELVRY01","16",1,"SAPT03","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",139
1-10-2013,"WMMBXY","WMMBID02","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",95
1-10-2013,"YDEBMAS03","DEBMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",1
1-10-2013,"YMATMAS03","MATMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",5
1-10-2013,"YWMMBXY","YWMMBID02","07",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",1
1-10-2013,"YWMMBXY","YWMMBID02","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",45
1-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","51",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
1-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",131
1-10-2013,"ZDESADV","DELVRY03","53",2,"SAPJP2","LS","JNJCA400","SAPJP2","SAPRPN","LS","RPNCLNT120","RPNCLNT120",6
1-10-2013,"ZINVOIC02","INVOIC02","16",1,"SAPT02","KU","0000001320","Customer","SAPJP2","LS","0000003000","SAPJP2",1
1-10-2013,"ZINVOUT","ZAP1_INV_OUT","51",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",1
1-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",325
2-10-2013,"ACC_DOCUMENT","ACC_DOCUMENT02","51",2,"SAPJP2","LS","PE001_GXRS","SAPJP2","TRFC","LS","N_JU001_GX","N_JU001_GX",2
2-10-2013,"ACC_DOCUMENT","ACC_DOCUMENT02","53",2,"SAPJP2","LS","PE001_GXRS","SAPJP2","TRFC","LS","N_JU001_GX","N_JU001_GX",354
2-10-2013,"DESADV","DELVRY03","52",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",1
2-10-2013,"DESADV","DELVRY03","53",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",7
2-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000000329","Customer","SAPJP2","LS","0000001000","SAPJP2",7
2-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000000329","Customer","SAPJP2","LS","0000002000","SAPJP2",2
2-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",22
2-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",2
2-10-2013,"INVOIC","INVOIC01","51",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",6
2-10-2013,"INVOIC","INVOIC01","53",2,"SAPJP2","KU","0000002371","SAPJP2","A000000008","LI","0000650008","Vendor",97
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000016","Customer","SAPJP2","LS","0000001000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000001000","SAPJP2",3
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000003000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001295","Customer","SAPJP2","LS","0000003000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001297","Customer","SAPJP2","LS","0000003000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001298","Customer","SAPJP2","LS","0000003000","SAPJP2",9
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001300","Customer","SAPJP2","LS","0000003000","SAPJP2",3
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001311","Customer","SAPJP2","LS","0000001000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001343","Customer","SAPJP2","LS","0000003000","SAPJP2",7
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001422","Customer","SAPJP2","LS","0000003000","SAPJP2",3
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001538","Customer","SAPJP2","LS","0000001000","SAPJP2",2
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003119","Customer","SAPJP2","LS","0000001000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003136","Customer","SAPJP2","LS","0000003000","SAPJP2",1
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200013","Customer","SAPJP2","LS","0000003000","SAPJP2",5
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",20
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",29
2-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200025","Customer","SAPJP2","LS","0000003000","SAPJP2",5
2-10-2013,"MATMAS","MATMAS05","03",1,"XPNCLNT200","LS","XPNCLNT200","MDMXIPRODUCTIONSYSTEM","SAPJP2","LS","JJCDNAF400","MDMXIPRODUCTIONSYSTEM",1
2-10-2013,"ORDERS","ORDERS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",2
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000309","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000315","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000001538","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000003119","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000200015","Customer",14
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000255","Customer",3
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000315","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000329","Customer",8
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",13
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001311","Customer",4
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001320","Customer",4
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001339","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001341","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001343","Customer",8
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001361","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001532","Customer",6
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001534","Customer",29
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000002796","Customer",1
2-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000200015","Customer",24
2-10-2013,"ORDERS","ORDERS03","70",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",1
2-10-2013,"ORDERS","ORDERS03","70",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001532","Customer",2
2-10-2013,"PROACT","PROACT01","03",1,"A000000010","LS","SPNCLNT400","SPNCLNT400","SAPJP2","LS","JJCDNAF400","SAPJP2",922
2-10-2013,"RSINFO","RSINFO","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",993
2-10-2013,"RSRQST","RSREQUST","53",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",173
2-10-2013,"RSRQST","RSREQUST","64",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",1
2-10-2013,"RSSEND","ZSBB008","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",2
2-10-2013,"SHPCON","DELVRY01","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",132
2-10-2013,"SHPORD","DELVRY01","16",1,"SAPT03","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",80
2-10-2013,"WMMBXY","WMMBID02","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",117
2-10-2013,"WMMBXY","WMMBID02","68",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",2
2-10-2013,"WMMBXY","WMMBID02","70",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",1
2-10-2013,"YMATMAS03","MATMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",14
2-10-2013,"YWMMBXY","YWMMBID02","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",42
2-10-2013,"ZAP1_PAY_OUT","ZAP1_PAY_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",118
2-10-2013,"ZDESADV","DELVRY03","53",2,"SAPJP2","LS","JNJCA400","SAPJP2","SAPRPN","LS","RPNCLNT120","RPNCLNT120",1
2-10-2013,"ZINVOIC02","INVOIC02","07",1,"SAPT02","KU","0000001310","Customer","SAPJP2","LS","0000003000","SAPJP2",1
2-10-2013,"ZINVOUT","ZAP1_INV_OUT","53",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",308
2-10-2013,"ZINVOUT","ZAP1_INV_OUT","70",2,"SAPJP2","LS","JP2CLNT400","JP2LogicalSystemName","SAPFP3","LS","FP3010","JP2LogicalSystemName",3
3-10-2013,"DESADV","DELVRY03","52",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",5
3-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000003118","Customer","SAPJP2","LS","0000001000","SAPJP2",1
3-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",9
3-10-2013,"DESADV","DESADV01","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",2
3-10-2013,"EUPEXR","IDCREF01","30",1,"SAPT02","B","RBC","RBC","SAPJP2","LS","JJCDNAF400","SAPJP2",2
3-10-2013,"INVOIC","INVOIC01","51",2,"SAPJP2","LS","JCCAR3P400","SAPJP2","SAPRPE","LS","SP2CLNT050","SP2CLNT050",1
3-10-2013,"INVOIC","INVOIC01","53",2,"SAPJP2","KU","0000002371","SAPJP2","A000000008","LI","0000650008","Vendor",161
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000016","Customer","SAPJP2","LS","0000001000","SAPJP2",4
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000276","Customer","SAPJP2","LS","0000003000","SAPJP2",2
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000001000","SAPJP2",11
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000000309","Customer","SAPJP2","LS","0000003000","SAPJP2",24
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001298","Customer","SAPJP2","LS","0000003000","SAPJP2",11
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001311","Customer","SAPJP2","LS","0000001000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001311","Customer","SAPJP2","LS","0000003000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001313","Customer","SAPJP2","LS","0000003000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001338","Customer","SAPJP2","LS","0000003000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001422","Customer","SAPJP2","LS","0000003000","SAPJP2",3
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000001682","Customer","SAPJP2","LS","0000003000","SAPJP2",2
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003119","Customer","SAPJP2","LS","0000001000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000003136","Customer","SAPJP2","LS","0000003000","SAPJP2",1
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200013","Customer","SAPJP2","LS","0000003000","SAPJP2",19
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000001000","SAPJP2",22
3-10-2013,"INVOIC","INVOIC02","16",1,"SAPT02","KU","0000200015","Customer","SAPJP2","LS","0000003000","SAPJP2",10
3-10-2013,"MATMAS","MATMAS05","03",1,"XPNCLNT200","LS","XPNCLNT200","MDMXIPRODUCTIONSYSTEM","SAPJP2","LS","JJCDNAF400","MDMXIPRODUCTIONSYSTEM",1
3-10-2013,"ORDERS","ORDERS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",3
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000256","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000309","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000315","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000000329","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000001422","Customer",3
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000001538","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000003118","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000001000","SAPJP2","SAPJP2","KU","0000200015","Customer",2
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000256","Customer",24
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000309","Customer",25
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000315","Customer",4
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000000329","Customer",25
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001292","Customer",2
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001298","Customer",7
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001300","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001310","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001311","Customer",3
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001343","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001532","Customer",7
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001534","Customer",11
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000001798","Customer",1
3-10-2013,"ORDERS","ORDERS03","53",2,"SAPJP2","LI","0000005000","SAPJP2","SAPJP2","KU","0000200015","Customer",15
3-10-2013,"PAYEXT","PEXR2002","16",1,"SAPT02","B","RBC","RBC","SAPJP2","LS","JJCDNAF400","SAPJP2",6
3-10-2013,"PROACT","PROACT01","03",1,"A000000010","LS","SPNCLNT400","SPNCLNT400","SAPJP2","LS","JJCDNAF400","SAPJP2",975
3-10-2013,"RSINFO","RSINFO","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",959
3-10-2013,"RSRQST","RSREQUST","53",2,"SAPJP2","LS","JJCDNAF400","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD","SAPBWP","LS","BWPCLNT650","J&jCANADAAFFILIATEPRJ.CLIENT400-JPD",167
3-10-2013,"RSSEND","ZSBB008","03",1,"A000000006","LS","BWPCLNT650","JPDClient400","SAPJP2","LS","JJCDNAF400","JPDClient400",2
3-10-2013,"SHPCON","DELVRY01","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",79
3-10-2013,"SHPORD","DELVRY01","16",1,"SAPT03","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",147
3-10-2013,"WMMBXY","WMMBID02","53",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",88
3-10-2013,"WMMBXY","WMMBID02","68",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",1
3-10-2013,"WMMBXY","WMMBID02","70",2,"SAPJP2","LI","0000000002","SAPJP2","SAPJP2","LI","0002000110","Vendor",2
3-10-2013,"YDEBMAS03","DEBMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",4
3-10-2013,"YMATMAS03","MATMAS03","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",14
3-10-2013,"YWMMBXY","YWMMBID02","16",1,"SAPT02","LI","0002000110","Vendor","SAPJP2","LS","0000003000","SAPJP2",20
